dayN,hourN,gtilt_Wm2,eta_th,pvt_dc_kWh,pvt_ac_kWh,pv_only_dc_kWh,pv_only_ac_kWh,th_kWh,totalFlow_kg_hr,Tin_C,Tout_C,pv_panel_C,pvt_panel_C,pv_factor,pvt_factor,ac_delivery_factor,daytime_temp_sample
10,2,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,22.85,,21.04,21.04,1.0158,1.0158,0.8256,0
10,3,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,22.85,,20.72,20.72,1.0171,1.0171,0.8256,0
10,4,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,22.85,,20.75,20.75,1.0170,1.0170,0.8256,0
10,5,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,22.85,,20.59,20.59,1.0176,1.0176,0.8256,0
10,6,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,22.85,,20.50,20.50,1.0180,1.0180,0.8256,0
10,7,19.59,0.00,0.08,0.07,0.08,0.07,0.00,,22.85,,20.98,20.98,1.0161,1.0161,0.8256,0
10,8,66.49,0.00,0.27,0.22,0.27,0.22,0.00,,22.85,,22.41,22.41,1.0104,1.0104,0.8256,0
10,9,163.85,0.05,0.66,0.54,0.65,0.54,0.17,1440.00,22.85,22.95,25.38,24.56,0.9985,1.0017,0.8256,0
10,10,264.63,0.15,1.06,0.87,1.04,0.86,0.81,1440.00,22.85,23.33,29.08,25.25,0.9837,0.9990,0.8256,0
10,11,453.05,0.19,1.80,1.48,1.74,1.44,1.69,1440.00,22.85,23.86,34.98,26.96,0.9601,0.9922,0.8256,1
10,12,537.61,0.20,2.13,1.76,2.04,1.68,2.16,1440.00,22.85,24.14,37.98,27.71,0.9481,0.9892,0.8256,1
10,13,535.04,0.21,2.12,1.75,2.03,1.67,2.21,1440.00,22.85,24.17,38.12,27.62,0.9475,0.9895,0.8256,1
10,14,551.42,0.21,2.18,1.80,2.08,1.72,2.34,1440.00,22.85,24.25,38.89,27.77,0.9444,0.9889,0.8256,1
10,15,612.55,0.22,2.42,2.00,2.29,1.89,2.67,1440.00,22.85,24.44,41.08,28.41,0.9357,0.9864,0.8256,1
10,16,577.83,0.22,2.28,1.88,2.17,1.79,2.53,1440.00,22.85,24.36,40.13,28.13,0.9395,0.9875,0.8256,1
10,17,368.09,0.21,1.47,1.21,1.42,1.17,1.57,1440.00,22.85,23.79,33.65,26.17,0.9654,0.9953,0.8256,1
10,18,291.66,0.20,1.16,0.96,1.14,0.94,1.15,1440.00,22.85,23.54,30.85,25.39,0.9766,0.9984,0.8256,0
10,19,148.97,0.16,0.60,0.49,0.59,0.49,0.49,1440.00,22.85,23.14,26.40,24.09,0.9944,1.0036,0.8256,0
10,20,37.63,0.00,0.15,0.13,0.15,0.13,0.00,,22.85,,22.68,22.68,1.0093,1.0093,0.8256,0
10,21,0.24,0.00,0.00,0.00,0.00,0.00,0.00,,22.85,,21.48,21.48,1.0141,1.0141,0.8256,0
10,22,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,22.85,,21.15,21.15,1.0154,1.0154,0.8256,0
10,23,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,22.85,,21.07,21.07,1.0157,1.0157,0.8256,0
10,24,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,22.85,,20.93,20.93,1.0163,1.0163,0.8256,0
11,1,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,22.86,,20.81,20.81,1.0168,1.0168,0.8256,0
11,2,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,22.86,,20.95,20.95,1.0162,1.0162,0.8256,0
11,3,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,22.86,,20.74,20.74,1.0170,1.0170,0.8256,0
11,4,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,22.86,,20.57,20.57,1.0177,1.0177,0.8256,0
11,5,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,22.86,,20.11,20.11,1.0196,1.0196,0.8256,0
11,6,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,22.86,,20.11,20.11,1.0196,1.0196,0.8256,0
11,7,24.89,0.00,0.10,0.08,0.10,0.08,0.00,,22.86,,21.04,21.04,1.0158,1.0158,0.8256,0
11,8,71.83,0.00,0.29,0.24,0.29,0.24,0.00,,22.86,,22.89,22.89,1.0084,1.0084,0.8256,0
11,9,264.83,0.19,1.06,0.88,1.04,0.86,1.02,1440.00,22.86,23.46,29.09,24.25,0.9837,1.0030,0.8256,0
11,10,421.40,0.22,1.68,1.39,1.62,1.34,1.87,1440.00,22.86,23.97,34.34,25.45,0.9626,0.9982,0.8256,0
11,11,326.46,0.23,1.31,1.08,1.27,1.05,1.51,1440.00,22.86,23.76,31.78,24.62,0.9729,1.0015,0.8256,1
11,12,375.40,0.24,1.50,1.24,1.45,1.20,1.78,1440.00,22.86,23.92,33.85,25.39,0.9646,0.9985,0.8256,1
11,13,424.03,0.25,1.69,1.39,1.62,1.34,2.09,1440.00,22.86,24.10,35.92,26.01,0.9563,0.9960,0.8256,1
11,14,413.76,0.24,1.65,1.36,1.59,1.31,1.95,1440.00,22.86,24.02,35.50,26.22,0.9580,0.9951,0.8256,1
11,15,571.53,0.23,2.26,1.87,2.15,1.77,2.64,1440.00,22.86,24.43,40.41,27.89,0.9384,0.9884,0.8256,1
11,16,577.19,0.22,2.28,1.88,2.17,1.79,2.59,1440.00,22.86,24.41,40.48,28.16,0.9381,0.9874,0.8256,1
11,17,473.60,0.23,1.88,1.55,1.80,1.49,2.15,1440.00,22.86,24.14,37.49,27.26,0.9500,0.9910,0.8256,1
11,18,349.07,0.23,1.39,1.15,1.35,1.11,1.58,1440.00,22.86,23.80,33.62,26.14,0.9655,0.9954,0.8256,0
11,19,152.44,0.23,0.61,0.50,0.60,0.50,0.70,1440.00,22.86,23.27,27.58,24.28,0.9897,1.0029,0.8256,0
11,20,30.84,0.20,0.12,0.10,0.12,0.10,0.13,1440.00,22.86,22.93,23.72,23.13,1.0051,1.0075,0.8256,0
11,21,0.24,1.00,0.00,0.00,0.00,0.00,0.00,1440.00,22.86,22.86,22.92,22.89,1.0083,1.0084,0.8256,0
11,22,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,22.86,,22.27,22.27,1.0109,1.0109,0.8256,0
11,23,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,22.86,,22.44,22.44,1.0102,1.0102,0.8256,0
11,24,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,22.86,,22.33,22.33,1.0107,1.0107,0.8256,0
12,1,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,22.86,,22.41,22.41,1.0104,1.0104,0.8256,0
12,2,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,22.86,,22.32,22.32,1.0107,1.0107,0.8256,0
12,3,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,22.86,,22.12,22.12,1.0115,1.0115,0.8256,0
12,4,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,22.86,,22.14,22.14,1.0114,1.0114,0.8256,0
12,5,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,22.86,,22.01,22.01,1.0120,1.0120,0.8256,0
12,6,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,22.86,,22.02,22.02,1.0119,1.0119,0.8256,0
12,7,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,22.86,,22.14,22.14,1.0114,1.0114,0.8256,0
12,8,94.03,0.20,0.38,0.31,0.38,0.31,0.37,1440.00,22.86,23.08,25.29,23.52,0.9988,1.0059,0.8256,0
12,9,239.87,0.23,0.96,0.79,0.94,0.78,1.12,1440.00,22.86,23.53,29.87,24.54,0.9805,1.0018,0.8256,0
12,10,321.97,0.25,1.29,1.06,1.25,1.03,1.59,1440.00,22.86,23.81,32.90,25.34,0.9684,0.9986,0.8256,0
12,11,337.59,0.27,1.35,1.11,1.30,1.08,1.81,1440.00,22.86,23.94,33.86,25.26,0.9646,0.9990,0.8256,1
12,12,370.11,0.29,1.48,1.22,1.42,1.17,2.13,1440.00,22.86,24.13,35.66,25.55,0.9574,0.9978,0.8256,1
12,13,454.90,0.29,1.81,1.49,1.72,1.42,2.66,1440.00,22.86,24.45,39.10,26.46,0.9436,0.9942,0.8256,1
12,14,730.34,0.27,2.87,2.37,2.66,2.19,3.93,1440.00,22.86,25.21,47.77,29.10,0.9089,0.9836,0.8256,1
12,15,778.88,0.27,3.05,2.52,2.81,2.32,4.15,1440.00,22.86,25.34,49.89,30.19,0.9004,0.9793,0.8256,1
12,16,729.33,0.26,2.86,2.36,2.64,2.18,3.86,1440.00,22.86,25.17,48.39,30.07,0.9064,0.9797,0.8256,1
12,17,525.15,0.28,2.07,1.71,1.96,1.62,2.92,1440.00,22.86,24.61,42.03,28.16,0.9319,0.9874,0.8256,1
12,18,329.73,0.31,1.31,1.08,1.26,1.04,2.02,1440.00,22.86,24.07,35.81,26.24,0.9567,0.9950,0.8256,0
12,19,154.53,0.39,0.62,0.51,0.61,0.50,1.21,1440.00,22.86,23.59,30.23,24.47,0.9791,1.0021,0.8256,0
12,20,35.78,0.87,0.14,0.12,0.14,0.12,0.62,1440.00,22.86,23.23,26.21,23.24,0.9952,1.0070,0.8256,0
12,21,0.24,1.00,0.00,0.00,0.00,0.00,0.00,1440.00,22.86,22.86,25.32,25.29,0.9987,0.9988,0.8256,0
12,22,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,22.86,,24.98,24.98,1.0001,1.0001,0.8256,0
12,23,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,22.86,,25.04,25.04,0.9998,0.9998,0.8256,0
12,24,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,22.86,,24.80,24.80,1.0008,1.0008,0.8256,0
13,1,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,22.87,,24.86,24.86,1.0006,1.0006,0.8256,0
13,2,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,22.87,,24.72,24.72,1.0011,1.0011,0.8256,0
13,3,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,22.87,,24.55,24.55,1.0018,1.0018,0.8256,0
13,4,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,22.87,,24.67,24.67,1.0013,1.0013,0.8256,0
13,5,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,22.87,,24.90,24.90,1.0004,1.0004,0.8256,0
13,6,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,22.87,,25.28,25.28,0.9989,0.9989,0.8256,0
13,7,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,22.87,,25.77,25.77,0.9969,0.9969,0.8256,0
13,8,64.50,0.77,0.26,0.21,0.25,0.21,0.99,1440.00,22.87,23.46,28.00,23.30,0.9880,1.0068,0.8256,0
13,9,99.27,0.57,0.40,0.33,0.39,0.32,1.13,1440.00,22.87,23.54,28.90,23.52,0.9844,1.0059,0.8256,0
13,10,201.00,0.37,0.81,0.67,0.78,0.65,1.49,1440.00,22.87,23.75,31.38,24.32,0.9745,1.0027,0.8256,0
13,11,412.12,0.33,1.64,1.36,1.56,1.29,2.71,1440.00,22.87,24.49,38.70,25.82,0.9452,0.9967,0.8256,1
13,12,709.26,0.31,2.80,2.31,2.56,2.12,4.36,1440.00,22.87,25.47,49.12,28.44,0.9035,0.9862,0.8256,1
13,13,739.62,0.31,2.91,2.40,2.65,2.18,4.64,1440.00,22.87,25.64,51.44,29.43,0.8942,0.9823,0.8256,1
13,14,784.38,0.31,3.07,2.53,2.78,2.29,4.88,1440.00,22.87,25.78,53.73,30.53,0.8851,0.9779,0.8256,1
13,15,730.13,0.31,2.86,2.36,2.61,2.15,4.55,1440.00,22.87,25.59,52.01,30.39,0.8920,0.9784,0.8256,1
13,16,689.18,0.30,2.70,2.23,2.49,2.05,4.12,1440.00,22.87,25.33,49.63,30.04,0.9015,0.9798,0.8256,1
13,17,374.39,0.36,1.49,1.23,1.41,1.16,2.68,1440.00,22.87,24.47,39.45,26.70,0.9422,0.9932,0.8256,1
13,18,224.33,0.41,0.90,0.74,0.87,0.71,1.85,1440.00,22.87,23.97,33.75,24.96,0.9650,1.0001,0.8256,0
13,19,129.40,0.49,0.52,0.43,0.51,0.42,1.26,1440.00,22.87,23.62,30.01,24.03,0.9799,1.0039,0.8256,0
13,20,34.53,0.92,0.14,0.11,0.14,0.11,0.64,1440.00,22.87,23.25,26.22,23.20,0.9951,1.0072,0.8256,0
13,21,0.19,1.00,0.00,0.00,0.00,0.00,0.00,1440.00,22.87,22.87,25.06,25.04,0.9998,0.9998,0.8256,0
13,22,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,22.87,,21.37,21.37,1.0145,1.0145,0.8256,0
13,23,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,22.87,,20.77,20.77,1.0169,1.0169,0.8256,0
13,24,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,22.87,,20.23,20.23,1.0191,1.0191,0.8256,0
14,1,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,22.87,,20.17,20.17,1.0193,1.0193,0.8256,0
14,2,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,22.87,,20.08,20.08,1.0197,1.0197,0.8256,0
14,3,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,22.87,,19.72,19.72,1.0211,1.0211,0.8256,0
14,4,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,22.87,,19.80,19.80,1.0208,1.0208,0.8256,0
14,5,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,22.87,,19.79,19.79,1.0208,1.0208,0.8256,0
14,6,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,22.87,,18.62,18.62,1.0255,1.0255,0.8256,0
14,7,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,22.87,,18.27,18.27,1.0269,1.0269,0.8256,0
14,8,76.28,0.00,0.31,0.26,0.31,0.26,0.00,,22.87,,20.00,20.00,1.0200,1.0200,0.8256,0
14,9,305.21,0.00,1.22,1.00,1.22,1.00,0.00,,22.87,,25.88,25.88,0.9965,0.9965,0.8256,0
14,10,504.82,0.08,1.99,1.64,1.95,1.61,0.84,1440.00,22.87,23.37,33.15,29.18,0.9674,0.9833,0.8256,0
14,11,641.85,0.12,2.51,2.07,2.43,2.01,1.55,1440.00,22.87,23.79,38.14,30.78,0.9474,0.9769,0.8256,1
14,12,565.30,0.12,2.21,1.83,2.15,1.78,1.37,1440.00,22.87,23.69,36.88,30.38,0.9525,0.9785,0.8256,1
14,13,624.52,0.13,2.43,2.01,2.35,1.94,1.62,1440.00,22.87,23.83,39.58,31.90,0.9417,0.9724,0.8256,1
14,14,580.13,0.13,2.26,1.87,2.19,1.81,1.51,1440.00,22.87,23.77,38.57,31.39,0.9457,0.9745,0.8256,1
14,15,621.32,0.14,2.42,1.99,2.33,1.92,1.79,1440.00,22.87,23.94,40.50,31.99,0.9380,0.9720,0.8256,1
14,16,538.10,0.14,2.10,1.73,2.04,1.68,1.48,1440.00,22.87,23.75,38.02,31.00,0.9479,0.9760,0.8256,1
14,17,363.36,0.11,1.43,1.18,1.41,1.17,0.79,1440.00,22.87,23.34,31.94,28.20,0.9722,0.9872,0.8256,1
14,18,332.76,0.07,1.32,1.09,1.30,1.08,0.49,1440.00,22.87,23.16,30.03,27.68,0.9799,0.9893,0.8256,0
14,19,137.44,0.00,0.55,0.46,0.55,0.46,0.00,,22.87,,23.59,23.59,1.0057,1.0057,0.8256,0
14,20,28.08,0.00,0.11,0.09,0.11,0.09,0.00,,22.87,,19.93,19.93,1.0203,1.0203,0.8256,0
14,21,0.14,0.00,0.00,0.00,0.00,0.00,0.00,,22.87,,18.92,18.92,1.0243,1.0243,0.8256,0
14,22,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,22.87,,18.61,18.61,1.0256,1.0256,0.8256,0
14,23,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,22.87,,18.53,18.53,1.0259,1.0259,0.8256,0
14,24,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,22.87,,18.02,18.02,1.0279,1.0279,0.8256,0
15,1,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,22.87,,17.86,17.86,1.0286,1.0286,0.8256,0
15,2,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,22.87,,17.59,17.59,1.0296,1.0296,0.8256,0
15,3,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,22.87,,17.43,17.43,1.0303,1.0303,0.8256,0
15,4,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,22.87,,17.74,17.74,1.0290,1.0290,0.8256,0
15,5,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,22.87,,17.82,17.82,1.0287,1.0287,0.8256,0
15,6,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,22.87,,17.38,17.38,1.0305,1.0305,0.8256,0
15,7,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,22.87,,17.15,17.15,1.0314,1.0314,0.8256,0
15,8,59.15,0.00,0.24,0.20,0.24,0.20,0.00,,22.87,,19.27,19.27,1.0229,1.0229,0.8256,0
15,9,284.97,0.00,1.13,0.94,1.13,0.94,0.03,1440.00,22.87,22.89,26.42,26.29,0.9943,0.9948,0.8256,0
15,10,461.19,0.12,1.82,1.50,1.78,1.47,1.09,1440.00,22.87,23.52,33.27,28.12,0.9669,0.9875,0.8256,0
15,11,530.27,0.14,2.09,1.72,2.03,1.67,1.49,1440.00,22.87,23.76,35.91,28.82,0.9564,0.9847,0.8256,1
15,12,740.82,0.17,2.89,2.39,2.75,2.27,2.52,1440.00,22.87,24.37,43.13,31.18,0.9275,0.9753,0.8256,1
15,13,706.75,0.18,2.76,2.28,2.62,2.17,2.55,1440.00,22.87,24.40,42.96,30.83,0.9282,0.9767,0.8256,1
15,14,680.62,0.19,2.66,2.20,2.53,2.09,2.65,1440.00,22.87,24.46,43.00,30.40,0.9280,0.9784,0.8256,1
15,15,676.25,0.21,2.65,2.18,2.50,2.07,2.82,1440.00,22.87,24.55,43.83,30.45,0.9247,0.9782,0.8256,1
15,16,667.11,0.20,2.61,2.15,2.47,2.04,2.71,1440.00,22.87,24.49,43.76,30.89,0.9250,0.9765,0.8256,1
15,17,553.66,0.21,2.17,1.80,2.08,1.72,2.28,1440.00,22.87,24.23,40.33,29.52,0.9387,0.9819,0.8256,1
15,18,338.29,0.19,1.34,1.11,1.31,1.08,1.27,1440.00,22.87,23.63,33.10,27.06,0.9676,0.9918,0.8256,0
15,19,149.99,0.13,0.60,0.50,0.60,0.49,0.38,1440.00,22.87,23.10,26.61,24.81,0.9936,1.0008,0.8256,0
15,20,34.24,0.00,0.14,0.11,0.14,0.11,0.00,,22.87,,22.45,22.45,1.0102,1.0102,0.8256,0
15,21,0.14,0.00,0.00,0.00,0.00,0.00,0.00,,22.87,,21.27,21.27,1.0149,1.0149,0.8256,0
15,22,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,22.87,,21.06,21.06,1.0158,1.0158,0.8256,0
15,23,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,22.87,,20.89,20.89,1.0164,1.0164,0.8256,0
15,24,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,22.87,,20.48,20.48,1.0181,1.0181,0.8256,0
16,1,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,22.87,,20.19,20.19,1.0192,1.0192,0.8256,0
16,2,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,22.87,,20.08,20.08,1.0197,1.0197,0.8256,0
16,3,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,22.87,,19.79,19.79,1.0208,1.0208,0.8256,0
16,4,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,22.87,,19.62,19.62,1.0215,1.0215,0.8256,0
16,5,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,22.87,,19.28,19.28,1.0229,1.0229,0.8256,0
16,6,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,22.87,,18.98,18.98,1.0241,1.0241,0.8256,0
16,7,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,22.87,,18.91,18.91,1.0244,1.0244,0.8256,0
16,8,81.58,0.00,0.33,0.27,0.33,0.27,0.00,,22.87,,21.44,21.44,1.0142,1.0142,0.8256,0
16,9,236.42,0.01,0.94,0.78,0.94,0.78,0.05,1440.00,22.87,22.90,26.26,26.01,0.9950,0.9960,0.8256,0
16,10,408.12,0.11,1.61,1.33,1.59,1.31,0.90,1440.00,22.87,23.41,32.19,27.93,0.9712,0.9883,0.8256,0
16,11,580.07,0.14,2.27,1.88,2.20,1.82,1.65,1440.00,22.87,23.85,37.85,30.02,0.9486,0.9799,0.8256,1
16,12,649.61,0.14,2.53,2.09,2.44,2.02,1.86,1440.00,22.87,23.98,39.97,31.16,0.9401,0.9754,0.8256,1
16,13,640.33,0.14,2.50,2.06,2.41,1.99,1.82,1440.00,22.87,23.96,39.92,31.28,0.9403,0.9749,0.8256,1
16,14,727.83,0.15,2.82,2.33,2.70,2.23,2.17,1440.00,22.87,24.16,42.94,32.66,0.9282,0.9694,0.8256,1
16,15,674.95,0.15,2.62,2.17,2.52,2.08,2.03,1440.00,22.87,24.08,41.66,32.02,0.9334,0.9719,0.8256,1
16,16,689.60,0.15,2.68,2.21,2.57,2.12,2.13,1440.00,22.87,24.14,42.23,32.11,0.9311,0.9716,0.8256,1
16,17,531.60,0.15,2.09,1.72,2.02,1.67,1.63,1440.00,22.87,23.84,37.49,29.77,0.9500,0.9809,0.8256,1
16,18,399.47,0.14,1.58,1.30,1.55,1.28,1.09,1440.00,22.87,23.52,33.16,27.99,0.9673,0.9880,0.8256,0
16,19,193.31,0.07,0.77,0.64,0.77,0.63,0.27,1440.00,22.87,23.03,26.64,25.36,0.9934,0.9986,0.8256,0
16,20,35.86,0.00,0.15,0.12,0.15,0.12,0.00,,22.87,,21.42,21.42,1.0143,1.0143,0.8256,0
16,21,0.19,0.00,0.00,0.00,0.00,0.00,0.00,,22.87,,20.24,20.24,1.0191,1.0191,0.8256,0
16,22,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,22.87,,19.53,19.53,1.0219,1.0219,0.8256,0
16,23,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,22.87,,19.40,19.40,1.0224,1.0224,0.8256,0
16,24,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,22.87,,19.07,19.07,1.0237,1.0237,0.8256,0
17,1,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,22.87,,19.06,19.06,1.0238,1.0238,0.8256,0
17,2,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,22.87,,18.98,18.98,1.0241,1.0241,0.8256,0
17,3,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,22.87,,18.87,18.87,1.0245,1.0245,0.8256,0
17,4,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,22.87,,18.78,18.78,1.0249,1.0249,0.8256,0
17,5,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,22.87,,18.47,18.47,1.0261,1.0261,0.8256,0
17,6,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,22.87,,18.14,18.14,1.0274,1.0274,0.8256,0
17,7,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,22.87,,17.99,17.99,1.0280,1.0280,0.8256,0
17,8,86.17,0.00,0.35,0.29,0.35,0.29,0.00,,22.87,,20.89,20.89,1.0164,1.0164,0.8256,0
17,9,228.16,0.01,0.91,0.75,0.91,0.75,0.03,1440.00,22.87,22.89,25.45,25.30,0.9982,0.9988,0.8256,0
17,10,374.30,0.13,1.49,1.23,1.46,1.20,0.96,1440.00,22.87,23.44,31.32,26.77,0.9747,0.9929,0.8256,0
17,11,573.34,0.16,2.26,1.86,2.17,1.80,1.85,1440.00,22.87,23.97,37.96,29.18,0.9482,0.9833,0.8256,1
17,12,696.03,0.18,2.72,2.25,2.59,2.14,2.54,1440.00,22.87,24.39,42.52,30.45,0.9299,0.9782,0.8256,1
17,13,900.87,0.20,3.50,2.89,3.25,2.68,3.56,1440.00,22.87,25.00,49.41,32.49,0.9024,0.9700,0.8256,1
17,14,1027.25,0.21,3.97,3.28,3.64,3.00,4.25,1440.00,22.87,25.41,53.58,33.40,0.8857,0.9664,0.8256,1
17,15,994.70,0.21,3.85,3.18,3.53,2.92,4.26,1440.00,22.87,25.41,53.07,32.86,0.8877,0.9686,0.8256,1
17,16,862.19,0.21,3.36,2.77,3.12,2.57,3.66,1440.00,22.87,25.05,48.93,31.57,0.9043,0.9737,0.8256,1
17,17,670.20,0.21,2.63,2.17,2.49,2.05,2.78,1440.00,22.87,24.53,42.88,29.67,0.9285,0.9813,0.8256,1
17,18,443.87,0.19,1.76,1.45,1.70,1.40,1.70,1440.00,22.87,23.88,35.43,27.37,0.9583,0.9905,0.8256,0
17,19,214.06,0.15,0.86,0.71,0.85,0.70,0.66,1440.00,22.87,23.26,28.14,25.03,0.9874,0.9999,0.8256,0
17,20,38.62,0.00,0.16,0.13,0.16,0.13,0.00,,22.87,,22.21,22.21,1.0112,1.0112,0.8256,0
17,21,0.19,0.00,0.00,0.00,0.00,0.00,0.00,,22.87,,21.07,21.07,1.0157,1.0157,0.8256,0
17,22,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,22.87,,19.93,19.93,1.0203,1.0203,0.8256,0
17,23,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,22.87,,19.51,19.51,1.0220,1.0220,0.8256,0
17,24,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,22.87,,18.57,18.57,1.0257,1.0257,0.8256,0
18,1,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,22.87,,18.27,18.27,1.0269,1.0269,0.8256,0
18,2,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,22.87,,17.98,17.98,1.0281,1.0281,0.8256,0
18,3,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,22.87,,17.43,17.43,1.0303,1.0303,0.8256,0
18,4,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,22.87,,17.19,17.19,1.0312,1.0312,0.8256,0
18,5,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,22.87,,16.84,16.84,1.0326,1.0326,0.8256,0
18,6,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,22.87,,16.54,16.54,1.0338,1.0338,0.8256,0
18,7,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,22.87,,16.65,16.65,1.0334,1.0334,0.8256,0
18,8,69.70,0.00,0.29,0.24,0.29,0.24,0.00,,22.87,,19.43,19.43,1.0223,1.0223,0.8256,0
18,9,334.10,0.09,1.34,1.10,1.32,1.09,0.63,1440.00,22.87,23.24,27.86,24.87,0.9886,1.0005,0.8256,0
18,10,587.54,0.21,2.34,1.93,2.23,1.84,2.45,1440.00,22.87,24.33,38.06,26.42,0.9478,0.9943,0.8256,0
18,11,805.86,0.24,3.19,2.64,2.95,2.44,3.92,1440.00,22.87,25.21,45.84,27.22,0.9166,0.9911,0.8256,1
18,12,965.06,0.27,3.82,3.15,3.44,2.84,5.18,1440.00,22.87,25.96,52.11,27.52,0.8916,0.9899,0.8256,1
18,13,1056.48,0.27,4.16,3.43,3.70,3.06,5.66,1440.00,22.87,26.25,55.96,29.09,0.8762,0.9837,0.8256,1
18,14,1071.47,0.26,4.20,3.46,3.74,3.09,5.56,1440.00,22.87,26.19,56.68,30.26,0.8733,0.9790,0.8256,1
18,15,1007.44,0.25,3.94,3.25,3.55,2.93,5.11,1440.00,22.87,25.92,54.97,30.73,0.8801,0.9771,0.8256,1
18,16,870.86,0.25,3.41,2.81,3.13,2.58,4.28,1440.00,22.87,25.42,50.69,30.36,0.8972,0.9786,0.8256,1
18,17,677.37,0.25,2.67,2.20,2.49,2.06,3.33,1440.00,22.87,24.86,44.88,29.05,0.9205,0.9838,0.8256,1
